node_key,name,label,status
公交车||Other,公交车,Other,FP
公文包||Other,公文包,Other,FP
公用电话亭||Location,公用电话亭,Location,FP
具体符合说||Concept,具体符合说,Concept,FP
凶器||Other,凶器,Other,FP
凶手||Person,凶手,Person,FP
击打行为||Crime,击打行为,Crime,FP
刑事责任||Law,刑事责任,Law,FP
刑法||Law,刑法,Law,FP
刑法学||Book,刑法学,Book,FP
前女友||Other,前女友,Other,FP
前行为||Concept,前行为,Concept,FP
剥夺生命||Concept,剥夺生命,Concept,FP
剧毒蘑东||Crime,剧毒蘑东,Crime,FP
动机错误||Concept,动机错误,Concept,FP
动物园||Location,动物园,Location,FP
勒索财物||Crime,勒索财物,Crime,FP
包庇罪||Law,包庇罪,Law,FP
医生||Person,医生,Person,FP
华山||Location,华山,Location,FP
危害行为||Crime,危害行为,Crime,FP
司机||Person,司机,Person,FP
同一构成要件||Law,同一构成要件,Law,FP
同一构成要件内的认识错误||Concept,同一构成要件内的认识错误,Concept,FP
同一现场||Location,同一现场,Location,FP
后乙冻||Person,后乙冻,Person,FP
后乙室||Person,后乙室,Person,FP
后脑部||Other,后脑部,Other,FP
后行为||Concept,后行为,Concept,FP
命题组||Org,命题组,Org,FP
哲学||Concept,哲学,Concept,FP
四村||Location,四村,Location,FP
因果关系错误||Concept,因果关系错误,Concept,FP
因果流程||Concept,因果流程,Concept,FP
图书馆||Location,图书馆,Location,FP
外文书籍||Book,外文书籍,Book,FP
多所交合犯||Crime,多所交合犯,Crime,FP
多数说||Concept,多数说,Concept,FP
太子||Person,太子,Person,FP
太监||Other,太监,Other,FP
太监||Person,太监,Person,FP
失火罪||Crime,失火罪,Crime,FP
头套||Other,头套,Other,FP
头部||Other,头部,Other,FP
女儿||Person,女儿,Person,FP
妻子||Person,妻子,Person,FP
妻子丙||Person,妻子丙,Person,FP
妻子乙||Person,妻子乙,Person,FP
姓名||Concept,姓名,Concept,FP
姓名||Other,姓名,Other,FP
姓名||Person,姓名,Person,FP
孙悟空||Person,孙悟空,Person,FP
安眠药||Other,安眠药,Other,FP
安装炸弹案||Crime,安装炸弹案,Crime,FP
实事求是||Concept,实事求是,Concept,FP
实害对象||Concept,实害对象,Concept,FP
实然状态||Concept,实然状态,Concept,FP
实行行为||Concept,实行行为,Concept,FP
实行阶段||Concept,实行阶段,Concept,FP
实际侵害对象||Concept,实际侵害对象,Concept,FP
客船||Other,客船,Other,FP
客观事物||Concept,客观事物,Concept,FP
客观决定主观||Concept,客观决定主观,Concept,FP
客观决定主观”原则||Concept,客观决定主观”原则,Concept,FP
客观原因||Concept,客观原因,Concept,FP
客观构成要件要素||Concept,客观构成要件要素,Concept,FP
家门口||Location,家门口,Location,FP
对象不能犯||Law,对象不能犯,Law,FP
对象认识错误||Concept,对象认识错误,Concept,FP
小卖部||Location,小卖部,Location,FP
小学||Location,小学,Location,FP
小孩||Person,小孩,Person,FP
小树林||Location,小树林,Location,FP
小美||Person,小美,Person,FP
小芳||Person,小芳,Person,FP
少数说||Concept,少数说,Concept,FP
尸体||Other,尸体,Other,FP
工地上||Location,工地上,Location,FP
帘藏||Law,帘藏,Law,FP
帮助毁灭证据罪||Crime,帮助毁灭证据罪,Crime,FP
常见错误||Concept,常见错误,Concept,FP
广义的因果关系错误||Concept,广义的因果关系错误,Concept,FP
应然状态||Concept,应然状态,Concept,FP
建筑工人||Other,建筑工人,Other,FP
开始犯罪||Concept,开始犯罪,Concept,FP
开枪||Crime,开枪,Crime,FP
开枪杀人案||Crime,开枪杀人案,Crime,FP
开枪案||Crime,开枪案,Crime,FP
开枪行为||Crime,开枪行为,Crime,FP
式夫||Person,式夫,Person,FP
张三||Person,张三,Person,FP
张明楷||Person,张明楷,Person,FP
强制猥褒罪||Crime,强制猥褒罪,Crime,FP
强奸罪||Crime,强奸罪,Crime,FP
当然解释原理||Concept,当然解释原理,Concept,FP
必然发生||Concept,必然发生,Concept,FP
快递员||Person,快递员,Person,FP
悬崖||Location,悬崖,Location,FP
惊弓之岛||Book,惊弓之岛,Book,FP
想象竞合||Concept,想象竞合,Concept,FP
想象竟合||Concept,想象竟合,Concept,FP
意外事件||Crime,意外事件,Crime,FP
感染重伤||Crime,感染重伤,Crime,FP
打击错误||Crime,打击错误,Crime,FP
打死||Crime,打死,Crime,FP
打火机||Other,打火机,Other,FP
扔炸弹案||Crime,扔炸弹案,Crime,FP
扔的行为||Crime,扔的行为,Crime,FP
扫“尸”行为||Crime,扫“尸”行为,Crime,FP
投毒||Crime,投毒,Crime,FP
投毒案||Crime,投毒案,Crime,FP
抢动罪||Crime,抢动罪,Crime,FP
抢劫||Crime,抢劫,Crime,FP
抢劫罪||Crime,抢劫罪,Crime,FP
抽象符合说||Concept,抽象符合说,Concept,FP
拐卖儿童罪||Crime,拐卖儿童罪,Crime,FP
拘泽案||Crime,拘泽案,Crime,FP
择一故意||Concept,择一故意,Concept,FP
择一的故意||Concept,择一的故意,Concept,FP
推下井案||Crime,推下井案,Crime,FP
推迟发生||Concept,推迟发生,Concept,FP
撩饰||Law,撩饰,Law,FP
放任||Concept,放任,Concept,FP
放任心理||Concept,放任心理,Concept,FP
放任的态度||Concept,放任的态度,Concept,FP
放毒酒||Crime,放毒酒,Crime,FP
放火罪||Crime,放火罪,Crime,FP
故意||Crime,故意,Crime,FP
故意伤害||Crime,故意伤害,Crime,FP
故意伤害罪||Crime,故意伤害罪,Crime,FP
故意伤害行为||Crime,故意伤害行为,Crime,FP
故意杀||Crime,故意杀,Crime,FP
故意杀人||Crime,故意杀人,Crime,FP
故意杀人罪||Crime,故意杀人罪,Crime,FP
故意杀人罪||Law,故意杀人罪,Law,FP
故意杀人罪既六||Crime,故意杀人罪既六,Crime,FP
故意杀人罪既遂||Crime,故意杀人罪既遂,Crime,FP
故意杀人罪未遂||Crime,故意杀人罪未遂,Crime,FP
故意毁坏财物罪||Crime,故意毁坏财物罪,Crime,FP
故意犯罪||Concept,故意犯罪,Concept,FP
故意犯罪||Crime,故意犯罪,Crime,FP
故意的理论分类||Concept,故意的理论分类,Concept,FP
故意的认识内容||Concept,故意的认识内容,Concept,FP
故犯||Concept,故犯,Concept,FP
教唆犯||Crime,教唆犯,Crime,FP
教唆犯甲||Person,教唆犯甲,Person,FP
教唆行为||Crime,教唆行为,Crime,FP
数罪并罚||Law,数罪并罚,Law,FP
方法错误||Crime,方法错误,Crime,FP
无所谓的态度||Concept,无所谓的态度,Concept,FP
既遂||Concept,既遂,Concept,FP
时间上的一致性||Concept,时间上的一致性,Concept,FP
明知||Concept,明知,Concept,FP
普通盗穷罪||Crime,普通盗穷罪,Crime,FP
暴力行为||Crime,暴力行为,Crime,FP
暴风雨||Other,暴风雨,Other,FP
有无结果避免可能性||Concept,有无结果避免可能性,Concept,FP
有无预见可能性||Concept,有无预见可能性,Concept,FP
有毒茶水||Crime,有毒茶水,Crime,FP
未遂||Concept,未遂,Concept,FP
未遂与过失致人死亡||Crime,未遂与过失致人死亡,Crime,FP
本案||Crime,本案,Crime,FP
本案||Other,本案,Other,FP
朴忽大意||Person,朴忽大意,Person,FP
朴忽大意的过失||Concept,朴忽大意的过失,Concept,FP
杀人||Crime,杀人,Crime,FP
杀人动机||Concept,杀人动机,Concept,FP
杀人故意||Concept,杀人故意,Concept,FP
杀人故意||Crime,杀人故意,Crime,FP
杀人的犯罪故意||Crime,杀人的犯罪故意,Crime,FP
杀人行为||Crime,杀人行为,Crime,FP
杀害行为||Crime,杀害行为,Crime,FP
杀死人||Crime,杀死人,Crime,FP
李四||Person,李四,Person,FP
李某||Person,李某,Person,FP
李茶||Person,李茶,Person,FP
构成要件||Concept,构成要件,Concept,FP
构成要件的提前实现||Concept,构成要件的提前实现,Concept,FP
枪支||Crime,枪支,Crime,FP
枪支||Other,枪支,Other,FP
某超市||Org,某超市,Org,FP
树下||Location,树下,Location,FP
树林||Location,树林,Location,FP
检查站||Location,检查站,Location,FP
概括故意||Concept,概括故意,Concept,FP
概括的故意||Concept,概括的故意,Concept,FP
次日晚上||Time,次日晚上,Time,FP
死亡||Concept,死亡,Concept,FP
死亡||Crime,死亡,Crime,FP
死法导致死亡||Crime,死法导致死亡,Crime,FP
毒品||Concept,毒品,Concept,FP
毒死其他同学||Crime,毒死其他同学,Crime,FP
毒苹果||Other,毒苹果,Other,FP
毒药||Other,毒药,Other,FP
毒酒||Crime,毒酒,Crime,FP
毒酒||Other,毒酒,Other,FP
毒酒案||Crime,毒酒案,Crime,FP
水库||Location,水库,Location,FP
沙漠||Location,沙漠,Location,FP
河里||Location,河里,Location,FP
法官||Person,法官,Person,FP
法官甲||Person,法官甲,Person,FP
法定符合说||Concept,法定符合说,Concept,FP
法定符合说||Law,法定符合说,Law,FP
法导致死亡||Crime,法导致死亡,Crime,FP
法益||Concept,法益,Concept,FP
法益种类||Concept,法益种类,Concept,FP
法益种类||Law,法益种类,Law,FP
法考||Org,法考,Org,FP
法考真题||Book,法考真题,Book,FP
洪某||Person,洪某,Person,FP
海浪||Other,海浪,Other,FP
淫秽的小说||Crime,淫秽的小说,Crime,FP
渔民乙||Person,渔民乙,Person,FP
渔网||Other,渔网,Other,FP
渔船||Other,渔船,Other,FP
游客||Person,游客,Person,FP
溺死||Crime,溺死,Crime,FP
火灾||Crime,火灾,Crime,FP
火药||Other,火药,Other,FP
火车站||Location,火车站,Location,FP
火车站大厅||Location,火车站大厅,Location,FP
犯罪||Crime,犯罪,Crime,FP
犯罪分子||Crime,犯罪分子,Crime,FP
犯罪形态||Concept,犯罪形态,Concept,FP
犯罪所得||Crime,犯罪所得,Crime,FP
犯罪故意||Concept,犯罪故意,Concept,FP
犯罪故意||Crime,犯罪故意,Crime,FP
犯罪未遂||Crime,犯罪未遂,Crime,FP
犯罪构成||Concept,犯罪构成,Concept,FP
犯罪过失||Crime,犯罪过失,Crime,FP
狗熊||Other,狗熊,Other,FP
狗蛋||Person,狗蛋,Person,FP
狭义的因果关系错误||Concept,狭义的因果关系错误,Concept,FP
猥训儿童罪||Crime,猥训儿童罪,Crime,FP
猪八戒||Person,猪八戒,Person,FP
王某||Person,王某,Person,FP
玩忽职守罪||Crime,玩忽职守罪,Crime,FP
玻忽大意的过失||Concept,玻忽大意的过失,Concept,FP
珍贵花瓶||Other,珍贵花瓶,Other,FP
生命法益||Concept,生命法益,Concept,FP
甲乙二人||Person,甲乙二人,Person,FP
电话亭||Location,电话亭,Location,FP
电话亭投毒案||Crime,电话亭投毒案,Crime,FP
疏忽大意的过失||Concept,疏忽大意的过失,Concept,FP
疏忽大意的过失||Crime,疏忽大意的过失,Crime,FP
病人||Person,病人,Person,FP
皇家园林||Location,皇家园林,Location,FP
盗宅||Crime,盗宅,Crime,FP
盗宅普通财物||Crime,盗宅普通财物,Crime,FP
盗宅枪支||Crime,盗宅枪支,Crime,FP
盗宅枪支罪||Crime,盗宅枪支罪,Crime,FP
盗宅罪||Crime,盗宅罪,Crime,FP
盗禄罪||Crime,盗禄罪,Crime,FP
盗穷枪支罪||Crime,盗穷枪支罪,Crime,FP
盗穷罪||Crime,盗穷罪,Crime,FP
盗穿罪||Crime,盗穿罪,Crime,FP
盗窃||Crime,盗窃,Crime,FP
盗窃罪||Crime,盗窃罪,Crime,FP
直接故意||Concept,直接故意,Concept,FP
着手犯罪||Concept,着手犯罪,Concept,FP
端茶案||Crime,端茶案,Crime,FP
第14条||Law,第14条,Law,FP
第六版||Book,第六版,Book,FP
类推适用||Concept,类推适用,Concept,FP
红灯||Concept,红灯,Concept,FP
绑架罪||Crime,绑架罪,Crime,FP
结果的推识发生||Concept,结果的推识发生,Concept,FP
结果的推迟发生||Concept,结果的推迟发生,Concept,FP
结果的提前发生||Concept,结果的提前发生,Concept,FP
结果的提前实现||Concept,结果的提前实现,Concept,FP
绪架||Crime,绪架,Crime,FP
绳子||Other,绳子,Other,FP
缆绳||Other,缆绳,Other,FP
罪名||Law,罪名,Law,FP
罪过形式的区分||Concept,罪过形式的区分,Concept,FP
考生||Other,考生,Other,FP
聊片||Other,聊片,Other,FP
胁迫||Crime,胁迫,Crime,FP
船工||Person,船工,Person,FP
船长||Person,船长,Person,FP
行为与故意同时存在原则||Law,行为与故意同时存在原则,Law,FP
行为人||Person,行为人,Person,FP
行为对象||Concept,行为对象,Concept,FP
行人||Person,行人,Person,FP
行政法||Law,行政法,Law,FP
行政违法||Law,行政违法,Law,FP
被害人||Person,被害人,Person,FP
警大||Org,警大,Org,FP
警察||Org,警察,Org,FP
警察||Other,警察,Other,FP
警察||Person,警察,Person,FP
警犬||Other,警犬,Other,FP
计划杀人的实行行为||Crime,计划杀人的实行行为,Crime,FP
计划杀人的预备行为||Crime,计划杀人的预备行为,Crime,FP
诈骗罪||Crime,诈骗罪,Crime,FP
该案||Crime,该案,Crime,FP
该案||Other,该案,Other,FP
误杀儿子案||Crime,误杀儿子案,Crime,FP
财产犯罪||Crime,财产犯罪,Crime,FP
财物||Concept,财物,Concept,FP
贩卖毒品||Crime,贩卖毒品,Crime,FP
贩卖毒品罪||Crime,贩卖毒品罪,Crime,FP
贩卖淫秽物品||Crime,贩卖淫秽物品,Crime,FP
资宅罪||Crime,资宅罪,Crime,FP
赵某||Person,赵某,Person,FP
超市||Org,超市,Org,FP
跌忽大意的过失||Concept,跌忽大意的过失,Concept,FP
路人||Person,路人,Person,FP
路人丙||Person,路人丙,Person,FP
路人两||Person,路人两,Person,FP
路基||Location,路基,Location,FP
身份||Concept,身份,Concept,FP
身份||Other,身份,Other,FP
轻罪||Concept,轻罪,Concept,FP
轻罪||Crime,轻罪,Crime,FP
轻罪||Law,轻罪,Law,FP
过于自信的过失||Concept,过于自信的过失,Concept,FP
过于自信的过失||Crime,过于自信的过失,Crime,FP
过失||Crime,过失,Crime,FP
过失犯||Law,过失犯,Law,FP
过失犯罪||Crime,过失犯罪,Crime,FP
过失致人死亡||Crime,过失致人死亡,Crime,FP
过失致人死亡罪||Crime,过失致人死亡罪,Crime,FP
过失致人死亡罪||Law,过失致人死亡罪,Law,FP
过失致人重伤||Crime,过失致人重伤,Crime,FP
过失致死亡罪||Crime,过失致死亡罪,Crime,FP
过失行为||Crime,过失行为,Crime,FP
过期食品||Concept,过期食品,Concept,FP
运输假币罪||Crime,运输假币罪,Crime,FP
这个人||Person,这个人,Person,FP
逃犯甲||Crime,逃犯甲,Crime,FP
重伤||Crime,重伤,Crime,FP
重罪||Concept,重罪,Concept,FP
重罪||Crime,重罪,Crime,FP
重罪||Law,重罪,Law,FP
金融诈骗||Crime,金融诈骗,Crime,FP
金融诈骗罪||Crime,金融诈骗罪,Crime,FP
钱包||Other,钱包,Other,FP
间接故意||Crime,间接故意,Crime,FP
间接故意杀人||Crime,间接故意杀人,Crime,FP
隐藏尸体||Crime,隐藏尸体,Crime,FP
隔离犯||Crime,隔离犯,Crime,FP
雪沟||Location,雪沟,Location,FP
非法拘禁罪||Crime,非法拘禁罪,Crime,FP
顾客||Other,顾客,Other,FP
顾客||Person,顾客,Person,FP
颇脑损伤||Crime,颇脑损伤,Crime,FP
食品质量||Concept,食品质量,Concept,FP
马路边||Location,马路边,Location,FP
驾车||Crime,驾车,Crime,FP
骏力||Other,骏力,Other,FP
鸣忽大意的过失||Concept,鸣忽大意的过失,Concept,FP
A+B||Other,A+B,Other,FN
A+B||罪名,A+B,罪名,FN
ABCD||Other,ABCD,Other,FN
一般与特殊的关系||Other,一般与特殊的关系,Other,FN
一般对象||Other,一般对象,Other,FN
丈夫||PERSON,丈夫,PERSON,FN
丈夫||entity,丈夫,entity,FN
丈夫||person,丈夫,person,FN
上游犯罪||crime,上游犯罪,crime,FN
不可抗力||LEGAL_TERM,不可抗力,LEGAL_TERM,FN
不可抗力||Other,不可抗力,Other,FN
不同构成要件间的认识错误||CONCEPT,不同构成要件间的认识错误,CONCEPT,FN
不当得利||LEGAL_CONCEPT,不当得利,LEGAL_CONCEPT,FN
不能犯||TERM,不能犯,TERM,FN
专题讲座精讲卷||DOCUMENT,专题讲座精讲卷,DOCUMENT,FN
专题讲座精讲卷||PUBLICATION,专题讲座精讲卷,PUBLICATION,FN
专题讲座精讲卷||WORK,专题讲座精讲卷,WORK,FN
丙的死亡||ENTITY,丙的死亡,ENTITY,FN
丙的渔网||entity,丙的渔网,entity,FN
两步走||METHOD,两步走,METHOD,FN
两步走||Method,两步走,Method,FN
两步走||Other,两步走,Other,FN
两罪||Other,两罪,Other,FN
两罪并罚||两罪并罚,两罪并罚,两罪并罚,FN
中毒死亡||Other,中毒死亡,Other,FN
主客观相一致原则||Other,主客观相一致原则,Other,FN
主观心理||Other,主观心理,Other,FN
主观题||Other,主观题,Other,FN
主观题||entity,主观题,entity,FN
乘客||PERSON_GROUP,乘客,PERSON_GROUP,FN
乙家车库||LOCATION,乙家车库,LOCATION,FN
乙家门口||Other,乙家门口,Other,FN
乙的提包||物品,乙的提包,物品,FN
乙的渔网||entity,乙的渔网,entity,FN
事前故意||LEGAL_CONCEPT,事前故意,LEGAL_CONCEPT,FN
事前故意||LEGAL_TERM,事前故意,LEGAL_TERM,FN
事实认识错误||LEGAL_CONCEPT,事实认识错误,LEGAL_CONCEPT,FN
事实认识错误||Other,事实认识错误,Other,FN
二因一果||ENTITY,二因一果,ENTITY,FN
二因一果||Other,二因一果,Other,FN
二皇子||PERSON,二皇子,PERSON,FN
交通法规||LEGAL_CONCEPT,交通法规,LEGAL_CONCEPT,FN
交通秘事罪||LEGAL_CONCEPT,交通秘事罪,LEGAL_CONCEPT,FN
人参果||OBJECT,人参果,OBJECT,FN
人的死亡||event,人的死亡,event,FN
人质||ENTITY,人质,ENTITY,FN
仇人乙||Person,仇人乙,Person,FN
仓库||LOCATION,仓库,LOCATION,FN
传播性病罪||Other,传播性病罪,Other,FN
伤害健康||event,伤害健康,event,FN
侵占||ENTITY,侵占,ENTITY,FN
侵占罪||CRIME,侵占罪,CRIME,FN
侵占罪||Other,侵占罪,Other,FN
假币||object,假币,object,FN
假欧元||currency,假欧元,currency,FN
假美元||currency,假美元,currency,FN
儿子||PERSON,儿子,PERSON,FN
儿子||person,儿子,person,FN
入户非法取财||ENTITY,入户非法取财,ENTITY,FN
公交车||ENTITY,公交车,ENTITY,FN
公用电话亭||LOCATION,公用电话亭,LOCATION,FN
其他同学||person,其他同学,person,FN
具体的认识错误||CONCEPT,具体的认识错误,CONCEPT,FN
具体符合说||CONCEPT,具体符合说,CONCEPT,FN
具体符合说||Other,具体符合说,Other,FN
具体符合说||doctrine,具体符合说,doctrine,FN
具体符合说||unknown,具体符合说,unknown,FN
凶器||entity,凶器,entity,FN
凶手||凶手,凶手,凶手,FN
刑法||LAW,刑法,LAW,FN
刑法||LEGAL_CONCEPT,刑法,LEGAL_CONCEPT,FN
刑法||Other,刑法,Other,FN
刑法||law,刑法,law,FN
刑法学||BOOK,刑法学,BOOK,FN
前一行为||ENTITY,前一行为,ENTITY,FN
前后行为||ENTITY,前后行为,ENTITY,FN
前女友||PERSONAL_RELATION,前女友,PERSONAL_RELATION,FN
前行为||ENTITY,前行为,ENTITY,FN
剥夺生命||event,剥夺生命,event,FN
剧毒蘑东||Other,剧毒蘑东,Other,FN
动机错误||ENTITY,动机错误,ENTITY,FN
动物园||LOCATION,动物园,LOCATION,FN
劫菲||CRIME,劫菲,CRIME,FN
勒索财物||ENTITY,勒索财物,ENTITY,FN
包庇罪||CRIME,包庇罪,CRIME,FN
医生||CONCEPT,医生,CONCEPT,FN
华山||LOCATION,华山,LOCATION,FN
危害行为||Other,危害行为,Other,FN
危险临界时||实体,危险临界时,实体,FN
司机的财物||ENTITY,司机的财物,ENTITY,FN
同一构成要件内的认识错误||CONCEPT,同一构成要件内的认识错误,CONCEPT,FN
后一行为||ENTITY,后一行为,ENTITY,FN
后因一果||Other,后因一果,Other,FN
后因一果||后因一果,后因一果,后因一果,FN
后脑勺||BODY_PART,后脑勺,BODY_PART,FN
后行为||ENTITY,后行为,ENTITY,FN
唯一答案||Other,唯一答案,Other,FN
因果关系认识错误||CONCEPT,因果关系认识错误,CONCEPT,FN
因果关系错误||Other,因果关系错误,Other,FN
因果关系错误||concept,因果关系错误,concept,FN
因果关系错误||entity,因果关系错误,entity,FN
因果关系错误||legal_concept,因果关系错误,legal_concept,FN
图书馆||location,图书馆,location,FN
外文书籍||BOOK,外文书籍,BOOK,FN
多数说||ENTITY,多数说,ENTITY,FN
多数说||Other,多数说,Other,FN
多数说||entity,多数说,entity,FN
多数说||unknown,多数说,unknown,FN
多数说||多数说,多数说,多数说,FN
夜里||TIME,夜里,TIME,FN
大街上||LOCATION,大街上,LOCATION,FN
太子||PERSON,太子,PERSON,FN
太监||PERSON,太监,PERSON,FN
失火罪||LEGAL_CONCEPT,失火罪,LEGAL_CONCEPT,FN
女儿||PERSON,女儿,PERSON,FN
妻子||Other,妻子,Other,FN
妻子||PERSON,妻子,PERSON,FN
妻子||entity,妻子,entity,FN
妻子||person,妻子,person,FN
妻子丙||Other,妻子丙,Other,FN
妻子乙||PERSON,妻子乙,PERSON,FN
孙悟空||Other,孙悟空,Other,FN
孙悟空||PERSON,孙悟空,PERSON,FN
学校||LOCATION,学校,LOCATION,FN
安眠药||OBJECT,安眠药,OBJECT,FN
安眠药||entity,安眠药,entity,FN
实然状态||CONCEPT,实然状态,CONCEPT,FN
实行行为||behavior,实行行为,behavior,FN
实行行为时||time,实行行为时,time,FN
实行阶段||Other,实行阶段,Other,FN
实行阶段||phase,实行阶段,phase,FN
客船||VEHICLE,客船,VEHICLE,FN
客船的船长||实体,客船的船长,实体,FN
客观决定主观||Other,客观决定主观,Other,FN
客观构成要件||CONCEPT,客观构成要件,CONCEPT,FN
客观构成要件要素||Other,客观构成要件要素,Other,FN
客观要素||Other,客观要素,Other,FN
对象不能犯||TERM,对象不能犯,TERM,FN
对象认识错误||ENTITY,对象认识错误,ENTITY,FN
对象认识错误||Other,对象认识错误,Other,FN
对象错误||CONCEPT,对象错误,CONCEPT,FN
对象错误||LEGAL_CONCEPT,对象错误,LEGAL_CONCEPT,FN
对象错误||Other,对象错误,Other,FN
对象错误||entity,对象错误,entity,FN
对象错误||legal_concept,对象错误,legal_concept,FN
小卖部||LOCATION,小卖部,LOCATION,FN
小学||ENTITY,小学,ENTITY,FN
小孩||Other,小孩,Other,FN
小美||PERSON,小美,PERSON,FN
小芳||PERSON,小芳,PERSON,FN
少数说||ENTITY,少数说,ENTITY,FN
少数说||unknown,少数说,unknown,FN
少数说||学说,少数说,学说,FN
少数说||少数说,少数说,少数说,FN
工地||LOCATION,工地,LOCATION,FN
已经预见||CONCEPT,已经预见,CONCEPT,FN
已经预见||LEGAL_TERM,已经预见,LEGAL_TERM,FN
已经预见到结果可能发生||Other,已经预见到结果可能发生,Other,FN
帮助毁灭证据罪||crime,帮助毁灭证据罪,crime,FN
并列式观点展示||unknown,并列式观点展示,unknown,FN
并罚||并罚,并罚,并罚,FN
应当预见||CONCEPT,应当预见,CONCEPT,FN
应然状态||CONCEPT,应然状态,CONCEPT,FN
建筑工人||PROFESSION,建筑工人,PROFESSION,FN
开枪||Other,开枪,Other,FN
张三||PERSON,张三,PERSON,FN
张三||person,张三,person,FN
张明楷||PERSON,张明楷,PERSON,FN
强制猥褒罪||罪名,强制猥褒罪,罪名,FN
强奸罪||罪名,强奸罪,罪名,FN
当天下午||time,当天下午,time,FN
快递员||Other,快递员,Other,FN
态度||Other,态度,Other,FN
性病||DISEASE,性病,DISEASE,FN
悬崖||LOCATION,悬崖,LOCATION,FN
想象竞合||LEGAL_CONCEPT,想象竞合,LEGAL_CONCEPT,FN
想象竞合||LegalEntity,想象竞合,LegalEntity,FN
想象竞合||concept,想象竞合,concept,FN
想象竞合||legal_concept,想象竞合,legal_concept,FN
想象竟合||LEGAL_CONCEPT,想象竟合,LEGAL_CONCEPT,FN
想象竟合||想象竟合,想象竟合,想象竟合,FN
意外||Other,意外,Other,FN
意外事件||EVENT,意外事件,EVENT,FN
意外事件||Other,意外事件,Other,FN
感染||CONCEPT,感染,CONCEPT,FN
手术||CONCEPT,手术,CONCEPT,FN
打击错误||CONCEPT,打击错误,CONCEPT,FN
打击错误||ENTITY,打击错误,ENTITY,FN
打击错误||EVENT,打击错误,EVENT,FN
打击错误||LEGAL_CONCEPT,打击错误,LEGAL_CONCEPT,FN
打击错误||Other,打击错误,Other,FN
打击错误||entity,打击错误,entity,FN
打击错误||legal_concept,打击错误,legal_concept,FN
打击错误||法律错误,打击错误,法律错误,FN
扔炸弹案||Other,扔炸弹案,Other,FN
投毒||Other,投毒,Other,FN
投毒案||Other,投毒案,Other,FN
抛尸||行为,抛尸,行为,FN
抢动||entity,抢动,entity,FN
抢动罪||crime,抢动罪,crime,FN
